gene,0,12,24,48,72,Cluster
A17C_Medtr8g013610_rep3,0.68,0.31,1.71,7.18,11.78,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr3g109935_rep3,0,4.05,0,0.42,0,Mtr-Shoot-DTW012-DPGP002
A17C_Medtr7g067530_rep3,0.53,0.15,0.45,1.4,1.13,Mtr-Shoot-DTW022-DPGP001
A17C_Medtr1g012620_rep3,151.52,7.38,145.08,118.65,121.4,Mtr-Shoot-DTW028-DPGP001
A17C_Medtr8g095320_rep3,79.81,70.92,77.94,67.88,67.2,Mtr-Shoot-DTW018-DPGP001
A17C_Medtr4g005750_rep3,29.33,11.49,33.42,41.36,47.12,Mtr-Shoot-DTW037-DPGP002
A17C_Medtr6g032820_rep3,5.47,13.73,5.62,7.25,8.85,Mtr-Shoot-DTW041-DPGP001
A17C_Medtr2g085210_rep3,52.85,23,52.04,44.58,57.03,Mtr-Shoot-DTW017-DPGP001
A17C_Medtr7g116500_rep3,41.08,85.23,83.08,18.85,34.2,Mtr-Shoot-DTW027-DPGP001
A17C_Medtr7g072270_rep3,1.49,0.6,1.57,2.15,5.99,Mtr-Shoot-DTW014-DPGP001
A17C_Medtr7g067000_rep3,17.66,34.26,11.39,13.91,10.13,Mtr-Shoot-DTW042-DPGP001
A17C_Medtr2g105090_rep3,214.44,496.3,194.48,139.14,102.77,Mtr-Shoot-DTW008-DPGP001
A17C_Medtr3g063970_rep3,10.07,11,19.3,13.52,13.81,Mtr-Shoot-DTW038-DPGP002
A17C_Medtr1g101400_rep3,28.47,47.49,28.58,18.73,15.96,Mtr-Shoot-DTW008-DPGP001
A17C_Medtr1g031510_rep3,0.24,0.48,0.49,1.11,1.69,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr1g086000_rep3,16.18,28.7,13.73,17.71,17.85,Mtr-Shoot-DTW001-DPGP001
A17C_Medtr0133s0030_rep3,22.7,11.84,21.27,26.02,23.58,Mtr-Shoot-DTW017-DPGP001
A17C_Medtr2g100030_rep3,4.4,7.61,3.09,3.49,3.78,Mtr-Shoot-DTW001-DPGP001
A17C_Medtr1g008160_rep3,12.88,13.84,15.78,10.91,8.19,Mtr-Shoot-DTW032-DPGP001
A17C_Medtr4g098900_rep3,1.21,2.09,2.01,4.92,9.17,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr0007s0140_rep3,0,0.03,0.02,0.04,0.25,Mtr-Shoot-DTW014-DPGP001
A17C_Medtr1g096200_rep3,11.35,10.75,11.94,13.79,19.08,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr2g096640_rep3,3.15,0.52,3.04,1.27,0.65,Mtr-Shoot-DTW018-DPGP001
A17C_Medtr5g030740_rep3,0.31,0.68,0.85,2.96,4.76,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr1g019150_rep3,57.9,44.31,56.66,60.91,63.46,Mtr-Shoot-DTW017-DPGP001
A17C_Medtr8g042060_rep3,0.61,2.16,1.65,2.27,6.65,Mtr-Shoot-DTW014-DPGP001
A17C_Medtr2g030240_rep3,98.25,40.72,76.72,58.96,26.03,Mtr-Shoot-DTW031-DPGP001
A17C_Medtr4g129560_rep3,16.04,21.88,8.71,4.98,4.24,Mtr-Shoot-DTW006-DPGP002
A17C_Medtr5g035150_rep3,2.29,5,2.72,2.52,2.59,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr4g105020_rep3,0.61,0.93,1.12,0.83,1.32,Mtr-Shoot-DTW036-DPGP001
A17C_Medtr4g072380_rep3,3.04,0.31,1.97,0.56,1.29,Mtr-Shoot-DTW004-DPGP001
A17C_Medtr2g078960_rep3,4.66,3.69,5.72,8.13,12.54,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr4g035855_rep3,0.26,0,0.13,0.1,0,Mtr-Shoot-DTW031-DPGP002
A17C_Medtr5g430730_rep3,0.88,10.38,0.93,1.23,1.81,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr5g092310_rep3,0.26,0.45,0.56,4.58,5.15,Mtr-Shoot-DTW002-DPGP001
A17C_Medtr2g008225_rep3,13.97,9.18,19.33,9.35,11.44,Mtr-Shoot-DTW001-DPGP002
A17C_Medtr4g063895_rep3,6.98,6.45,7.8,13.35,15.7,Mtr-Shoot-DTW002-DPGP001
A17C_Medtr7g090410_rep3,0.04,0,0.04,0.12,0.81,Mtr-Shoot-DTW014-DPGP001
A17C_Medtr7g076940_rep3,145.09,125.16,140.64,141.24,161.85,Mtr-Shoot-DTW033-DPGP001
A17C_Medtr2g089140_rep3,88.38,80.08,105.47,72.4,41.24,Mtr-Shoot-DTW032-DPGP001
A17C_Medtr7g010580_rep3,117.8,403.11,87.36,54.45,52.98,Mtr-Shoot-DTW042-DPGP001
A17C_Medtr3g056585_rep3,5.89,5.28,6.34,6.22,7.12,Mtr-Shoot-DTW007-DPGP001
A17C_Medtr2g009620_rep3,1.64,2.12,0.98,2.35,1.46,Mtr-Shoot-DTW023-DPGP002
A17C_Medtr1g058350_rep3,12.08,6.41,10.7,9.97,14.05,Mtr-Shoot-DTW033-DPGP001
A17C_Medtr4g120470_rep3,12.19,13.64,13.43,18.34,18.2,Mtr-Shoot-DTW002-DPGP001
A17C_Medtr5g026580_rep3,8.17,4.28,10.21,4.56,6.53,Mtr-Shoot-DTW023-DPGP001
A17C_Medtr5g027200_rep3,21.31,18.2,23.69,26.94,33.2,Mtr-Shoot-DTW007-DPGP001
A17C_Medtr7g023290_rep3,135.38,160.6,126.45,100.58,66.72,Mtr-Shoot-DTW032-DPGP001
A17C_Medtr0054s0090_rep3,3.73,3.82,4.11,4.64,5.2,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr4g098450_rep3,0.25,0.51,0.73,0.75,1.83,Mtr-Shoot-DTW014-DPGP001
A17C_Medtr0691s0020_rep3,4.75,12.81,5.2,5.53,6.94,Mtr-Shoot-DTW041-DPGP001
A17C_Medtr8g099995_rep3,8.67,1.8,6.58,6.27,9.04,Mtr-Shoot-DTW017-DPGP001
A17C_Medtr2g015270_rep3,1.36,0.27,2.61,4.98,7.26,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr8g085560_rep3,81.35,106.39,81.71,73.07,49.05,Mtr-Shoot-DTW032-DPGP001
A17C_Medtr5g065550_rep3,12.08,15.02,15.1,21.47,28.57,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr2g094860_rep3,3.39,2.8,3.45,3.89,2.33,Mtr-Shoot-DTW027-DPGP002
A17C_Medtr1g060790_rep3,6.92,18.39,7.68,7.1,5.39,Mtr-Shoot-DTW012-DPGP002
A17C_Medtr3g104920_rep3,0.39,0.61,0.53,0.3,0.8,Mtr-Shoot-DTW024-DPGP001
A17C_Medtr7g024480_rep3,12.88,22.41,11.29,7.7,4.65,Mtr-Shoot-DTW006-DPGP002
A17C_Medtr8g086070_rep3,182.06,106.78,166.03,138.9,124.99,Mtr-Shoot-DTW004-DPGP001
A17C_Medtr3g108460_rep3,10.45,10.24,9.6,13.78,13.8,Mtr-Shoot-DTW002-DPGP001
A17C_Medtr3g014390_rep3,0.87,5.19,0.98,1.58,0.94,Mtr-Shoot-DTW012-DPGP002
A17C_Medtr5g012110_rep3,80.38,47.64,116.09,94.28,85.7,Mtr-Shoot-DTW026-DPGP001
A17C_Medtr2g087390_rep3,0.59,0,0.64,1.1,0.58,Mtr-Shoot-DTW040-DPGP001
A17C_Medtr2g032540_rep3,36.1,51.04,32.52,23.17,18.49,Mtr-Shoot-DTW006-DPGP002
A17C_Medtr4g009540_rep3,8.46,30.9,10.91,14.88,24.55,Mtr-Shoot-DTW021-DPGP001
A17C_Medtr7g059225_rep3,2.71,6.12,4.09,6.28,6.12,Mtr-Shoot-DTW015-DPGP001
A17C_Medtr3g088555_rep3,4.96,8.5,4.06,3.21,3.4,Mtr-Shoot-DTW042-DPGP001
A17C_Medtr7g115410_rep3,4.37,1.85,1.76,3.9,2.55,Mtr-Shoot-DTW018-DPGP002
A17C_Medtr3g118190_rep3,55.47,97.12,55.73,60.54,61.5,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr7g116420_rep3,14.4,15.62,17.91,8.15,8.86,Mtr-Shoot-DTW043-DPGP002
A17C_Medtr8g106140_rep3,4.8,6,3.56,1.64,2.04,Mtr-Shoot-DTW006-DPGP001
A17C_Medtr8g102270_rep3,0.2,1.17,0.48,0.22,0.07,Mtr-Shoot-DTW008-DPGP001
A17C_Medtr8g070060_rep3,0.66,1.83,0.9,0.76,0.84,Mtr-Shoot-DTW038-DPGP001
A17C_Medtr7g085410_rep3,15.06,22.47,10.31,11.57,15.65,Mtr-Shoot-DTW001-DPGP001
A17C_Medtr7g082240_rep3,10.9,19.58,9.86,10.45,6.89,Mtr-Shoot-DTW008-DPGP001
A17C_Medtr0002s0250_rep3,15,10.77,4.98,4.73,3.07,Mtr-Shoot-DTW034-DPGP001
A17C_Medtr1g061970_rep3,25.29,26.66,29.71,35.62,37.98,Mtr-Shoot-DTW029-DPGP001
A17C_Medtr7g103900_rep3,1.7,1.86,1.79,2.59,4.8,Mtr-Shoot-DTW014-DPGP001
A17C_Medtr7g063440_rep3,43.47,1.68,45.36,43.85,33.79,Mtr-Shoot-DTW028-DPGP001
A17C_Medtr7g088760_rep3,9.04,9.18,10.02,10.2,10.76,Mtr-Shoot-DTW029-DPGP001
A17C_Medtr1g007160_rep3,20.83,5.27,24.69,18.69,20.08,Mtr-Shoot-DTW003-DPGP001
A17C_Medtr5g080360_rep3,0.17,0.75,0.76,1.32,2,Mtr-Shoot-DTW036-DPGP001
A17C_Medtr0036s0050_rep3,0.41,1.43,0.45,2.92,3.29,Mtr-Shoot-DTW002-DPGP001
A17C_Medtr6g080420_rep3,39.6,41.77,43.24,48.79,49.15,Mtr-Shoot-DTW029-DPGP001
A17C_Medtr2g070130_rep3,114.34,53.28,159.68,144.34,161.88,Mtr-Shoot-DTW039-DPGP001
A17C_Medtr1g063900_rep3,20,13.45,31.36,53.45,110.01,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr3g035635_rep3,338.23,256.9,156.36,109.91,78.32,Mtr-Shoot-DTW034-DPGP001
A17C_Medtr5g090630_rep3,24.81,13.5,28.81,29.83,27.46,Mtr-Shoot-DTW003-DPGP001
A17C_Medtr7g113470_rep3,45.13,40.07,48.34,54.34,57.34,Mtr-Shoot-DTW037-DPGP002
A17C_Medtr8g101670_rep3,3.63,4.83,3.31,2.6,1.86,Mtr-Shoot-DTW006-DPGP002
A17C_Medtr4g008070_rep3,5.21,4.71,7.11,6.54,6.42,Mtr-Shoot-DTW026-DPGP001
A17C_Medtr7g053620_rep3,9.84,18.82,10.89,8.75,7.69,Mtr-Shoot-DTW008-DPGP001
A17C_Medtr2g094650_rep3,2.02,7.98,2.81,3.25,4.49,Mtr-Shoot-DTW041-DPGP001
A17C_Medtr4g094488_rep3,0.4,0.46,0.82,1.87,5.99,Mtr-Shoot-DTW014-DPGP001
A17C_Medtr3g032110_rep3,2.5,10.79,4.4,6.77,5.83,Mtr-Shoot-DTW020-DPGP001
A17C_Medtr4g096650_rep3,8.53,11.61,10.46,8.95,9.26,Mtr-Shoot-DTW025-DPGP001
A17C_Medtr7g069430_rep3,16.15,9.56,12.45,14.02,11.82,Mtr-Shoot-DTW004-DPGP001
A17C_Medtr7g078700_rep3,105.83,73.99,107.67,100,120.47,Mtr-Shoot-DTW035-DPGP001
A17C_Medtr8g039870_rep3,2.32,1.93,1.52,3.44,3.01,Mtr-Shoot-DTW026-DPGP002
A17C_Medtr3g111410_rep3,2.38,3.58,2.86,1.89,1.99,Mtr-Shoot-DTW027-DPGP001
A17C_Medtr5g025750_rep3,1.54,13.81,3.21,6.44,5.13,Mtr-Shoot-DTW041-DPGP001
A17C_Medtr4g022510_rep3,13.41,5.91,13.74,12.48,8.16,Mtr-Shoot-DTW030-DPGP001
A17C_Medtr2g072270_rep3,2.39,24.62,2.8,2.91,3.35,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr1g100315_rep3,17.14,33.4,14.87,18.02,18.9,Mtr-Shoot-DTW001-DPGP001
A17C_Medtr4g015860_rep3,37.88,30.69,36.75,34.27,25.41,Mtr-Shoot-DTW032-DPGP002
A17C_Medtr5g076480_rep3,26.76,37.33,26.79,12.15,16.48,Mtr-Shoot-DTW006-DPGP001
A17C_Medtr1g040500_rep3,0,0,0.78,4.31,2.48,Mtr-Shoot-DTW022-DPGP001
A17C_Medtr4g051715_rep3,1.28,0.74,2.27,7.25,7.78,Mtr-Shoot-DTW002-DPGP001
A17C_Medtr7g063010_rep3,15.07,11.29,17.43,17.74,16.7,Mtr-Shoot-DTW003-DPGP001
A17C_Medtr5g093920_rep3,6.65,10.54,6.04,6.97,5.17,Mtr-Shoot-DTW008-DPGP001
A17C_Medtr8g068160_rep3,0,0.02,0,0,0.11,Mtr-Shoot-DTW014-DPGP001
A17C_Medtr0004s0650_rep3,71.46,5.47,71.79,43.22,40.95,Mtr-Shoot-DTW028-DPGP001
A17C_Medtr4g019800_rep3,22.07,109.8,27.64,29.39,48.07,Mtr-Shoot-DTW041-DPGP001
A17C_Medtr8g494200_rep3,21.53,89.49,31.66,116.9,149.56,Mtr-Shoot-DTW036-DPGP001
A17C_Medtr2g034650_rep3,25.91,25.95,29.26,32.58,26.62,Mtr-Shoot-DTW013-DPGP001
A17C_Medtr2g073190_rep3,49.77,9.52,61.84,76.4,105.99,Mtr-Shoot-DTW007-DPGP001
A17C_Medtr3g113840_rep3,3.71,9.69,4.51,4.32,3.97,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr2g060910_rep3,9.16,8.01,9.47,9.62,10.54,Mtr-Shoot-DTW007-DPGP001
A17C_Medtr1g083110_rep3,57.92,22.44,58.55,35.37,34.95,Mtr-Shoot-DTW018-DPGP001
A17C_Medtr4g087130_rep3,0.52,0.46,0.33,0.35,0.08,Mtr-Shoot-DTW032-DPGP002
A17C_Medtr1g019930_rep3,33.17,32.4,34.04,35.37,42.34,Mtr-Shoot-DTW014-DPGP001
A17C_Medtr7g053470_rep3,37.35,51.68,39.01,53.42,57.55,Mtr-Shoot-DTW036-DPGP001
A17C_Medtr4g101260_rep3,51.86,96.14,36.92,60.67,62.85,Mtr-Shoot-DTW001-DPGP001
A17C_Medtr1g043000_rep3,15.79,13.69,22.15,21.65,19.22,Mtr-Shoot-DTW026-DPGP001
A17C_Medtr4g094820_rep3,11.4,15.68,12.37,10.59,10.22,Mtr-Shoot-DTW008-DPGP001
A17C_Medtr7g105980_rep3,2.83,5.93,3.01,4.81,4.49,Mtr-Shoot-DTW020-DPGP001
A17C_Medtr3g103290_rep3,6.86,17.16,6.17,9.27,11.17,Mtr-Shoot-DTW021-DPGP001
A17C_Medtr8g077950_rep3,38.13,22.64,31.02,34.06,36.41,Mtr-Shoot-DTW011-DPGP001
A17C_Medtr2g082430_rep3,5.52,14.87,8.96,9.44,11.39,Mtr-Shoot-DTW005-DPGP001
A17C_Medtr6g035295_rep3,3,2.6,0.77,1.37,0.46,Mtr-Shoot-DTW034-DPGP001
A17C_Medtr5g028020_rep3,18.81,36.98,17.64,19.24,20.3,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr2g009220_rep3,84.67,28.95,70.74,52.08,51.48,Mtr-Shoot-DTW004-DPGP001
A17C_Medtr1g086585_rep3,78.87,28.24,83.37,58.05,46.1,Mtr-Shoot-DTW030-DPGP001
A17C_Medtr1g094000_rep3,7.65,4.68,10.01,11.19,18.48,Mtr-Shoot-DTW007-DPGP001
A17C_Medtr1g094810_rep3,1.89,1.82,2.42,2.68,3.86,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr4g014160_rep3,7.11,35.66,12.89,64.57,114.05,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr1g059990_rep3,73.35,12.08,63.59,77.68,69.54,Mtr-Shoot-DTW017-DPGP001
A17C_Medtr5g068580_rep3,35.24,20.72,36.95,34.4,32.78,Mtr-Shoot-DTW003-DPGP001
A17C_Medtr8g087740_rep3,0.76,4.82,0.9,1.3,1.22,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr8g022380_rep3,4.21,1.74,3.97,2.7,3.61,Mtr-Shoot-DTW028-DPGP001
A17C_Medtr1g090867_rep3,2.3,86.1,5.16,2.96,5.51,Mtr-Shoot-DTW012-DPGP002
A17C_Medtr5g037080_rep3,53.74,25.9,66.58,53.53,58.07,Mtr-Shoot-DTW003-DPGP001
A17C_Medtr8g011480_rep3,4.28,7.9,3.95,4.58,4.37,Mtr-Shoot-DTW012-DPGP002
A17C_Medtr4g051110_rep3,8.39,8.75,7.76,6.68,4.25,Mtr-Shoot-DTW032-DPGP001
A17C_Medtr7g108600_rep3,2.39,0.07,1.29,0.88,0.19,Mtr-Shoot-DTW031-DPGP001
A17C_Medtr4g102250_rep3,28.04,19.37,36.28,31.63,29.94,Mtr-Shoot-DTW026-DPGP001
A17C_Medtr5g087410_rep3,15.04,12.36,15.82,18.27,23.71,Mtr-Shoot-DTW007-DPGP001
A17C_Medtr5g057335_rep3,0.13,0.38,0.23,1.96,0.13,Mtr-Shoot-DTW012-DPGP004
A17C_Medtr7g023780_rep3,0.18,0.61,0.24,0.3,0.31,Mtr-Shoot-DTW041-DPGP001
A17C_Medtr0087s0020_rep3,0.32,0.54,0.13,0.51,0.63,Mtr-Shoot-DTW039-DPGP002
A17C_Medtr8g046210_rep3,3.08,1.69,5.39,14.06,25.03,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr5g008720_rep3,9.56,3.2,13.89,23.32,48.56,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr2g104990_rep3,7.92,8.33,11.47,10.8,9.63,Mtr-Shoot-DTW022-DPGP002
A17C_Medtr2g035405_rep3,30.71,3.98,41.28,42.67,69.63,Mtr-Shoot-DTW007-DPGP001
A17C_Medtr2g034480_rep3,0.41,0.52,1.86,13.22,14.38,Mtr-Shoot-DTW002-DPGP001
A17C_Medtr5g098020_rep3,30.89,28.13,63.23,92.84,63.62,Mtr-Shoot-DTW010-DPGP001
A17C_Medtr1g008200_rep3,26.21,25.52,34.39,39.57,33.6,Mtr-Shoot-DTW010-DPGP001
A17C_Medtr6g007095_rep3,2.02,7.35,2.29,1.58,0.93,Mtr-Shoot-DTW008-DPGP001
A17C_Medtr2g080270_rep3,18.67,21.58,27.21,21.09,22.17,Mtr-Shoot-DTW041-DPGP002
A17C_Medtr5g007717_rep3,1.37,4.29,4.53,15.05,15.8,Mtr-Shoot-DTW002-DPGP001
A17C_Medtr8g099605_rep3,23.47,34.11,26.81,23.4,18.41,Mtr-Shoot-DTW008-DPGP001
A17C_Medtr5g016890_rep3,5.85,8.25,7.56,23.56,37.69,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr2g035220_rep3,16.03,25.31,21.82,69.72,130.77,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr8g037800_rep3,2.35,3.15,2.82,4.17,8.42,Mtr-Shoot-DTW014-DPGP001
A17C_Medtr5g009670_rep3,13.49,33.79,14.32,13.57,10.76,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr4g055260_rep3,45.53,69.41,44.18,30.22,22.92,Mtr-Shoot-DTW006-DPGP002
A17C_Medtr8g089785_rep3,22.44,22.41,26.1,22.89,26.13,Mtr-Shoot-DTW024-DPGP002
A17C_Medtr4g123670_rep3,3.26,2.55,3.69,3.46,3.53,Mtr-Shoot-DTW003-DPGP001
A17C_Medtr3g066060_rep3,82.46,66.83,80.24,66.98,53,Mtr-Shoot-DTW032-DPGP002
A17C_Medtr7g098700_rep3,0.88,6.85,1.46,0.8,1.28,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr4g086010_rep3,8.74,10.81,9.29,11.75,13.51,Mtr-Shoot-DTW036-DPGP001
A17C_Medtr2g089310_rep3,81.97,2.05,72.41,72.21,83.44,Mtr-Shoot-DTW017-DPGP001
A17C_Medtr3g096700_rep3,8.25,4.28,6.2,7.85,6.91,Mtr-Shoot-DTW011-DPGP001
A17C_Medtr7g407040_rep3,26.59,22.18,27.75,35.1,44.8,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr7g076520_rep3,16.64,1.74,12.97,8.75,9.74,Mtr-Shoot-DTW004-DPGP001
A17C_Medtr6g015995_rep3,16.08,31.13,17.5,13.59,15.88,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr3g022920_rep3,0,0.04,0.04,0.13,0.22,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr4g114270_rep3,0.14,0.74,0.17,1.82,2.46,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr1g019170_rep3,5.8,8.19,5.63,5.1,4.74,Mtr-Shoot-DTW008-DPGP001
A17C_Medtr7g103440_rep3,9.54,14.39,13.27,9.34,9.24,Mtr-Shoot-DTW025-DPGP001
A17C_Medtr4g123573_rep3,2.38,1.92,4.94,2.54,2.89,Mtr-Shoot-DTW041-DPGP002
A17C_Medtr7g095000_rep3,13.04,13.31,12.24,14.11,17.11,Mtr-Shoot-DTW007-DPGP001
A17C_Medtr8g079550_rep3,0.33,0.73,0.61,3.01,4.58,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr8g079810_rep3,68.03,28.16,78.21,55.35,60.19,Mtr-Shoot-DTW023-DPGP001
A17C_Medtr0271s0070_rep3,2.55,1.8,2.94,2.05,3.04,Mtr-Shoot-DTW035-DPGP001
A17C_Medtr6g045493_rep3,28.01,23.63,27.02,18.99,21.4,Mtr-Shoot-DTW044-DPGP001
A17C_Medtr3g079750_rep3,94.57,100.19,103.56,91.38,63.37,Mtr-Shoot-DTW032-DPGP001
A17C_Medtr3g463770_rep3,16.14,35.81,16.69,22.26,21.99,Mtr-Shoot-DTW041-DPGP001
A17C_Medtr3g103590_rep3,1.82,1.17,2.81,2.88,3.19,Mtr-Shoot-DTW039-DPGP001
A17C_Medtr4g072110_rep3,25.17,20.97,23.11,27.9,28.98,Mtr-Shoot-DTW037-DPGP001
A17C_Medtr2g013230_rep3,17.26,11.94,19.78,20.03,15.49,Mtr-Shoot-DTW023-DPGP001
A17C_Medtr7g013100_rep3,23.42,16.69,25.89,23.41,25.36,Mtr-Shoot-DTW003-DPGP001
A17C_Medtr0009s0230_rep3,1.55,1.16,1.94,3.39,3.23,Mtr-Shoot-DTW002-DPGP001
A17C_Medtr2g103280_rep3,30.27,11.87,26.56,26.24,20.64,Mtr-Shoot-DTW004-DPGP001
A17C_Medtr3g056645_rep3,6.2,13.93,7.8,7.01,7.02,Mtr-Shoot-DTW038-DPGP001
A17C_Medtr2g016280_rep3,5.02,10.57,6.42,8.64,9.73,Mtr-Shoot-DTW021-DPGP001
A17C_Medtr4g046047_rep3,1.63,3.43,2.39,1.3,1.53,Mtr-Shoot-DTW025-DPGP001
A17C_Medtr4g011570_rep3,3.15,7.49,2.63,2.14,2.03,Mtr-Shoot-DTW042-DPGP001
A17C_Medtr0227s0030_rep3,1.81,3.44,1.81,1.8,2.05,Mtr-Shoot-DTW041-DPGP001
A17C_Medtr3g461470_rep3,0.95,0.54,1.05,1.54,0.84,Mtr-Shoot-DTW040-DPGP001
A17C_Medtr1g019640_rep3,25.17,24.97,27.12,34.37,33.04,Mtr-Shoot-DTW002-DPGP001
A17C_Medtr0022s0200_rep3,0.34,43.37,0.53,0.2,0.91,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr1g047670_rep3,2.82,3.11,3.91,5.2,7.68,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr3g027650_rep3,13.77,0.22,1.15,2.08,1.59,Mtr-Shoot-DTW019-DPGP001
A17C_Medtr6g035315_rep3,21.89,20.06,23.28,22.17,24.97,Mtr-Shoot-DTW007-DPGP001
A17C_Medtr3g110022_rep3,34.21,31.03,38.09,44.02,45.06,Mtr-Shoot-DTW029-DPGP001
A17C_Medtr4g095360_rep3,25.41,37.71,23,21.63,22.58,Mtr-Shoot-DTW042-DPGP001
A17C_Medtr8g089980_rep3,7.16,6.72,7.15,8.81,9.34,Mtr-Shoot-DTW002-DPGP001
A17C_Medtr6g009540_rep3,13.61,41.38,15.01,27.3,25.25,Mtr-Shoot-DTW020-DPGP001
A17C_Medtr2g042720_rep3,169.24,220.47,165.82,120.6,97.24,Mtr-Shoot-DTW006-DPGP002
A17C_Medtr3g103570_rep3,0.13,0.1,0.3,0.93,0.94,Mtr-Shoot-DTW002-DPGP001
A17C_Medtr4g113840_rep3,1.03,1.82,0.83,0.53,0.07,Mtr-Shoot-DTW006-DPGP002
A17C_Medtr3g452380_rep3,0,0,0.15,0.09,0.32,Mtr-Shoot-DTW024-DPGP002
A17C_Medtr6g013660_rep3,76.18,38.69,79.2,72.15,74.03,Mtr-Shoot-DTW003-DPGP001
A17C_Medtr5g037890_rep3,15.25,13.38,26.53,40.3,69.46,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr2g058970_rep3,25.79,24.96,25.32,26.2,23.97,Mtr-Shoot-DTW027-DPGP002
A17C_Medtr4g091320_rep3,19.02,35.46,19.39,15.45,13.14,Mtr-Shoot-DTW008-DPGP001
A17C_Medtr2g010520_rep3,8.79,28.98,10.17,8.13,6.62,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr7g082550_rep3,0.41,1.15,0.51,0.42,0.41,Mtr-Shoot-DTW012-DPGP002
A17C_Medtr3g032960_rep3,3.3,6.6,4.42,5.93,6.01,Mtr-Shoot-DTW015-DPGP001
A17C_Medtr4g105460_rep3,10.83,19.1,12.31,8.09,7.26,Mtr-Shoot-DTW008-DPGP001
A17C_Medtr7g080980_rep3,0.06,0,0.14,0.26,0.44,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr4g088390_rep3,3.35,5.89,3.82,4.05,3.84,Mtr-Shoot-DTW038-DPGP001
A17C_Medtr7g069480_rep3,8.86,6.95,13.75,10.12,9.66,Mtr-Shoot-DTW038-DPGP002
A17C_Medtr4g117360_rep3,15.7,14.91,15.91,15.77,19.53,Mtr-Shoot-DTW014-DPGP001
A17C_Medtr8g091930_rep3,14.87,10.8,11.34,14.98,15.62,Mtr-Shoot-DTW016-DPGP001
A17C_Medtr5g084455_rep3,1.28,0.22,1.71,1.31,1.14,Mtr-Shoot-DTW003-DPGP001
A17C_Medtr1g110310_rep3,20.16,19.87,22.23,26.2,27.21,Mtr-Shoot-DTW029-DPGP001
A17C_Medtr2g008840_rep3,16.49,18.4,16.88,20.13,21.96,Mtr-Shoot-DTW036-DPGP001
A17C_Medtr3g067550_rep3,0.21,8.47,0,0.04,0,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr4g096690_rep3,32.06,39.26,31.25,25.15,28.07,Mtr-Shoot-DTW006-DPGP002
A17C_Medtr4g094730_rep3,23.59,38.7,44.32,50.02,93.78,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr7g085100_rep3,0.49,1.02,0.53,0.58,0.99,Mtr-Shoot-DTW021-DPGP001
A17C_Medtr4g059840_rep3,0.68,0.7,1.18,1.62,3.4,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr1g093730_rep3,4.97,7.98,3.82,5.8,3.91,Mtr-Shoot-DTW001-DPGP001
A17C_Medtr1g026560_rep3,13.81,18.36,11.05,8.33,9.78,Mtr-Shoot-DTW006-DPGP002
A17C_Medtr8g015270_rep3,6.02,12.01,3.58,3.89,4.6,Mtr-Shoot-DTW042-DPGP001
A17C_Medtr8g098755_rep3,5.84,5.62,4.63,4.35,3.05,Mtr-Shoot-DTW034-DPGP001
A17C_Medtr1g071680_rep3,3.36,5.31,2.97,2.17,1.5,Mtr-Shoot-DTW006-DPGP002
A17C_Medtr7g101110_rep3,15.76,15.95,15.83,16.46,17.15,Mtr-Shoot-DTW009-DPGP001
